Site,Plot,Timepoint,Date,Location,Commenter,Species,Common,Taxa,MaxN,Phase,Sex,Size,Universe,Hour,Hrinmin...15,Min...16,Sec...17,SecinM...18,Time(min),Visibility,Complexity,Hr,Hrinmin...23,Min...24,Sec...25,SecinM...26,ST,DifT,TL,Flipped,TBF,Season,Notes,Rating,Family,L
TAM04,73,1,20211022.mp4,T,MadisonSandquist,GG,Graysby,Grouper,1,A,0,6,1?,0,0,9,1,0.016666667,9.016666667,Good,Medium,0,0,3,52,0.866666667,3.866666667,5.15,99.73,N,99.73,FALL,NA,3,Epinephelidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,GG,Graysby,Grouper,2,A,0,6,1?,0,0,34,9,0.15,34.15,Good,Medium,0,0,3,52,0.866666667,3.866666667,30.28333333,99.73,N,99.73,FALL,NA,3,Epinephelidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,GG,Graysby,Grouper,2,A,0,8,1,0,0,38,48,0.8,38.8,Medium,Medium,0,0,4,24,0.4,4.4,34.4,112.27,N,112.27,SUMMER,NA,2,Epinephelidae,490
TAM23,78,01.mp4,NA,T,MelaniReyes,GG,Graysby,Grouper,1,A,0,6,0,0,0,8,43,0.716666667,8.716666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,5.4,99.67,N,99.67,SUMMER,NA,1,Epinephelidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,GG,Graysby,Grouper,1,A,0,6,1?,0,0,18,8,0.133333333,18.13333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,14.45,65.28,N,65.28,FALL,NA,2,Epinephelidae,490
TAM23,61,1,20211022.mp4,T,MadisonSandquist,GG,Graysby,Grouper,2,A,0,6,1?,0,0,39,2,0.033333333,39.03333333,Good,Medium,0,0,3,41,0.683333333,3.683333333,35.35,65.28,N,65.28,FALL,NA,2,Epinephelidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,GG,Graysby,Grouper,2,A,0,6,1,0,0,5,5,0.083333333,5.083333333,Good,Medium,0,0,3,57,0.95,3.95,1.133333333,83.65,N,83.65,SUMMER,NA,2,Epinephelidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,GG,Graysby,Grouper,3,A,0,8,1,0,0,6,10,0.166666667,6.166666667,Good,Medium,0,0,3,57,0.95,3.95,2.216666667,83.65,N,83.65,SUMMER,NA,2,Epinephelidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,GG,Graysby,Grouper,1,A,0,8,0,0,0,4,51,0.85,4.85,Good,Medium,0,0,3,24,0.4,3.4,1.45,103.5,N,103.5,FALL,NA,2,Epinephelidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,GG,Graysby,Grouper,1,A,0,6,1?,0,0,5,7,0.116666667,5.116666667,Good,Medium,0,0,3,24,0.4,3.4,1.716666667,103.5,N,103.5,FALL,NA,2,Epinephelidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,GG,Graysby,Grouper,2,A,0,6,1?,0,0,6,14,0.233333333,6.233333333,Good,Medium,0,0,3,24,0.4,3.4,2.833333333,103.5,N,103.5,FALL,NA,2,Epinephelidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,GG,Graysby,Grouper,3,A,0,8,1?,0,0,10,54,0.9,10.9,Good,Medium,0,0,3,24,0.4,3.4,7.5,103.5,N,103.5,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,GG,Graysby,Grouper,1,A,0,8,1?,0,0,3,38,0.633333333,3.633333333,Good,Medium,0,0,3,26,0.433333333,3.433333333,0.2,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,GG,Graysby,Grouper,2,A,0,8,3,0,0,8,18,0.3,8.3,Good,Medium,0,0,3,26,0.433333333,3.433333333,4.866666667,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM35,40,1,20211023.mp4,T,MadisonSandquist,GG,Graysby,Grouper,3,A,0,8,1?,0,0,25,19,0.316666667,25.31666667,Good,Medium,0,0,3,26,0.433333333,3.433333333,21.88333333,80.98,N,80.98,FALL,NA,2,Epinephelidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,GG,Graysby,Grouper,1,A,0,8,0,0,0,11,58,0.966666667,11.96666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,8.25,84.25,Y,30.017,SUMMER,NA,1,Epinephelidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,GG,Graysby,Grouper,2,A,0,8,0,0,0,13,23,0.383333333,13.38333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,9.666666667,84.25,Y,30.017,SUMMER,NA,1,Epinephelidae,490
MAG12,42,0120210828.mp4,NA,M,KarenRojas,LA,Schoolmaster,Snapper,1,A,0,6,0,0,0,4,18,0.3,4.3,Good,Medium,0,0,3,23,0.383333333,3.383333333,0.916666667,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,4,20,0.333333333,4.333333333,Good,Medium,0,0,3,23,0.383333333,3.383333333,0.95,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG12,42,0120210828.mp4,NA,M,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,53,9,0.15,53.15,Good,Medium,0,0,3,23,0.383333333,3.383333333,49.76666667,88.52,N,88.52,SUMMER,NA,2,Lutjanidae,428
MAG15,7,1,20211022.mp4,M,VictoriaLippert,LA,Schoolmaster,Snapper,1,A,0,0,1,0,0,46,9,0.15,46.15,Fair,Medium,0,0,4,4,0.066666667,4.066666667,42.08333333,59.27,Y,0,FALL,NA,3,Lutjanidae,428
MAG38,39,0120211024.mp4,NA,M,ChristineNation,LA,Schoolmaster,Snapper,1,J,0,0,0,0,0,6,22,0.366666667,6.366666667,Good,Medium,0,0,3,32,0.533333333,3.533333333,2.833333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,LA,Schoolmaster,Snapper,1,A,0,6,0,0,0,6,22,0.366666667,6.366666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,2.65,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,LA,Schoolmaster,Snapper,3,A,0,6,0,0,0,52,7,0.116666667,52.11666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,48.4,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,78,0120210828.mp4,NA,M,EvanLindo,LA,Schoolmaster,Snapper,6,A,0,8,0,1,60,1,8,0.133333333,61.13333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,57.41666667,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG74,24,0120210828.mp4,NA,M,ChristineNation,LA,Schoolmaster,Snapper,1,A,0,6,0,0,0,15,0,0,15,Good,Medium,0,0,3,29,0.483333333,3.483333333,11.51666667,86.27,Y,36.33,SUMMER,NA,2,Lutjanidae,428
TAM04,76,0120210723.mp4,NA,T,NicolasRivas,LA,Schoolmaster,Snapper,1,A,0,8,0,0,0,4,17,0.283333333,4.283333333,Limited,Medium,0,0,4,14,0.233333333,4.233333333,0.05,88.5,N,88.5,SUMMER,NA,3,Lutjanidae,490
TAM04,76,0120210723.mp4,NA,T,NicolasRivas,LA,Schoolmaster,Snapper,2,A,0,8,0,0,0,12,48,0.8,12.8,Limited,Medium,0,0,4,14,0.233333333,4.233333333,8.566666667,88.5,N,88.5,SUMMER,NA,3,Lutjanidae,490
TAM04,76,0120210723.mp4,NA,T,NicolasRivas,LA,Schoolmaster,Snapper,4,A,0,8,0,0,0,12,52,0.866666667,12.86666667,Limited,Medium,0,0,4,14,0.233333333,4.233333333,8.633333333,88.5,N,88.5,SUMMER,NA,3,Lutjanidae,490
TAM04,73,1,20211022.mp4,T,MadisonSandquist,LA,Schoolmaster,Snapper,1,A,0,4,0?,0,0,4,6,0.1,4.1,Good,Medium,0,0,3,52,0.866666667,3.866666667,0.233333333,99.73,N,99.73,FALL,NA,3,Lutjanidae,490
TAM22,9,0120210725.mp4,NA,T,NicolasRivas,LA,Schoolmaster,Snapper,1,A,0,8,0,0,0,59,25,0.416666667,59.41666667,Medium,Medium,0,0,4,24,0.4,4.4,55.01666667,112.27,N,112.27,SUMMER,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,LA,Schoolmaster,Snapper,1,A,0,8,0,0,0,6,56,0.933333333,6.933333333,Good,Medium,0,0,3,57,0.95,3.95,2.983333333,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,LA,Schoolmaster,Snapper,2,A,0,8,0,0,0,11,17,0.283333333,11.28333333,Good,Medium,0,0,3,57,0.95,3.95,7.333333333,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,1,A,0,6,0?,0,0,4,54,0.9,4.9,Good,Medium,0,0,3,34,0.566666667,3.566666667,1.333333333,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,LA,Schoolmaster,Snapper,1,A,0,8,0?,0,0,14,2,0.033333333,14.03333333,Good,Medium,0,0,3,24,0.4,3.4,10.63333333,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,LA,Schoolmaster,Snapper,1,TP,0,8,0?,0,0,35,33,0.55,35.55,Good,Medium,0,0,3,24,0.4,3.4,32.15,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,1,J,0,6,0?,0,0,18,25,0.416666667,18.41666667,Good,Medium,0,0,3,10,0.166666667,3.166666667,15.25,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,LA,Schoolmaster,Snapper,1,A,0,8,0,0,0,10,29,0.483333333,10.48333333,Good,Medium,0,0,3,43,0.716666667,3.716666667,6.766666667,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,1,A,0,6,0?,0,0,18,37,0.616666667,18.61666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,14.55,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,2,A,0,0,0?,0,0,44,55,0.916666667,44.91666667,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,40.85,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,LA,Schoolmaster,Snapper,1,A,0,6,0,0,0,5,21,0.35,5.35,Good,Medium,0,0,3,52,0.866666667,3.866666667,1.483333333,95,N,95,FALL,NA,2,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,2,A,0,6,0,0,0,3,42,0.7,3.7,Good,Medium,0,0,3,18,0.3,3.3,0.4,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,3,A,0,6,0,0,0,3,43,0.716666667,3.716666667,Good,Medium,0,0,3,18,0.3,3.3,0.416666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,3,43,0.716666667,3.716666667,Good,Medium,0,0,3,18,0.3,3.3,0.416666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,3,A,0,6,0,0,0,7,4,0.066666667,7.066666667,Good,Medium,0,0,3,18,0.3,3.3,3.766666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,7,8,0.133333333,7.133333333,Good,Medium,0,0,3,18,0.3,3.3,3.833333333,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,7,46,0.766666667,7.766666667,Good,Medium,0,0,3,18,0.3,3.3,4.466666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,3,A,0,6,0,0,0,13,0,0,13,Good,Medium,0,0,3,18,0.3,3.3,9.7,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,6,0,0,0,13,26,0.433333333,13.43333333,Good,Medium,0,0,3,18,0.3,3.3,10.13333333,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,LA,Schoolmaster,Snapper,4,A,0,6,1?,0,0,3,43,0.716666667,3.716666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,0.4,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,LA,Schoolmaster,Snapper,5,A,0,6,1?,0,0,7,9,0.15,7.15,Good,Medium,0,0,3,19,0.316666667,3.316666667,3.833333333,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM43,1,01.mp4,NA,T,MadisonSandquist,LA,Schoolmaster,Snapper,8,A,0,8,0?,0,0,41,4,0.066666667,41.06666667,Good,Medium,0,0,3,19,0.316666667,3.316666667,37.75,75.08,N,75.08,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,LA,Schoolmaster,Snapper,1,A,0,8,0,0,0,3,36,0.6,3.6,Good,Medium,0,0,3,34,0.566666667,3.566666667,0.033333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,LA,Schoolmaster,Snapper,3,A,0,8,1,0,0,3,37,0.616666667,3.616666667,Good,Medium,0,0,3,34,0.566666667,3.566666667,0.05,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,8,0,0,0,3,41,0.683333333,3.683333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,0.116666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,LA,Schoolmaster,Snapper,5,A,0,6,0,0,0,12,33,0.55,12.55,Good,Medium,0,0,3,34,0.566666667,3.566666667,8.983333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,LA,Schoolmaster,Snapper,4,A,0,8,1,0,0,18,41,0.683333333,18.68333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,15.11666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,1,A,0,6,0?,0,0,3,42,0.7,3.7,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.033333333,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,2,A,0,6,0?,0,0,3,59,0.983333333,3.983333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,0.316666667,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
TAM45,12,1,20211022.mp4,T,ChristineNation,LA,Schoolmaster,Snapper,3,A,0,6,0?,0,0,37,32,0.533333333,37.53333333,Good,Medium,0,0,3,40,0.666666667,3.666666667,33.86666667,88.5,N,88.5,FALL,NA,3,Lutjanidae,490
TAM24,64,1,20211022.mp4,T,ChristineNation,LM,Mahogany,Snapper,1,A,0,6,0,0,0,9,36,0.6,9.6,Good,Medium,0,0,3,34,0.566666667,3.566666667,6.033333333,82.73,N,82.73,FALL,NA,3,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,LM,Mahogany,Snapper,1,A,0,8,0,0,0,28,12,0.2,28.2,Good,Medium,0,0,3,24,0.4,3.4,24.8,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,LM,Mahogany,Snapper,1,A,0,0,0,0,0,5,9,0.15,5.15,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,1.083333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,LM,Mahogany,Snapper,1,J,0,6,0?,0,0,7,23,0.383333333,7.383333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,3.516666667,95,N,95,FALL,NA,2,Lutjanidae,490
MAG15,6,0120210725.mp4,NA,M,NicolasRivas,LS,Lane,Snapper,1,A,0,8,0,0,0,8,47,0.783333333,8.783333333,Good,Medium,0,0,4,15,0.25,4.25,4.533333333,72.75,N,72.75,SUMMER,NA,3,Lutjanidae,428
MAG15,6,0120210725.mp4,NA,M,EvanLindo,LS,Lane,Snapper,1,A,0,4,0,0,0,28,52,0.866666667,28.86666667,Good,Medium,0,0,4,15,0.25,4.25,24.61666667,72.75,N,72.75,SUMMER,NA,3,Lutjanidae,428
MAG15,6,0120211023.mp4,NA,M,MadisonSandquist,LS,Lane,Snapper,1,A,0,6,0,1,60,6,50,0.833333333,66.83333333,Good,Medium,0,0,4,15,0.25,4.25,62.58333333,76.42,N,76.42,FALL,NA,3,Lutjanidae,428
TAM24,79,01.mp4,NA,T,EvanLindo,LS,Lane,Snapper,1,A,0,6,0,0,0,4,28,0.466666667,4.466666667,Good,Medium,0,0,3,57,0.95,3.95,0.516666667,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,79,01.mp4,NA,T,EvanLindo,LS,Lane,Snapper,2,A,0,6,0,0,0,4,31,0.516666667,4.516666667,Good,Medium,0,0,3,57,0.95,3.95,0.566666667,83.65,N,83.65,SUMMER,NA,2,Lutjanidae,490
TAM24,77,1,20211021.mp4,T,NicolasRivas,LS,Lane,Snapper,1,A,0,6,1?,0,0,16,0,0,16,Good,Medium,0,0,3,24,0.4,3.4,12.6,103.5,N,103.5,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,LS,Lane,Snapper,1,J,0,4,0,0,0,29,54,0.9,29.9,Good,Medium,0,0,3,10,0.166666667,3.166666667,26.73333333,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM39,65,01.mp4,NA,T,EvanLindo,LS,Lane,Snapper,1,A,0,6,0,0,0,6,40,0.666666667,6.666666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,2.95,84.25,Y,30.017,SUMMER,NA,1,Lutjanidae,490
TAM39,67,1,20211022.mp4,T,ChristineNation,LS,Lane,Snapper,1,A,0,4,0?,0,0,4,36,0.6,4.6,VeryGood,Medium,0,0,4,4,0.066666667,4.066666667,0.533333333,83.73,N,83.73,FALL,NA,2,Lutjanidae,490
MAG43,78,0120210828.mp4,NA,M,EvanLindo,MS,Mutton,Snapper,1,A,0,8,0,0,0,55,7,0.116666667,55.11666667,Good,Medium,0,0,3,43,0.716666667,3.716666667,51.4,89.97,N,89.97,SUMMER,NA,2,Lutjanidae,428
MAG43,38,0120210829.mp4,NA,M,MadisonSandquist,MS,Mutton,Snapper,1,A,0,8,0,0,0,13,29,0.483333333,13.48333333,Good,Medium,0,0,3,36,0.6,3.6,9.883333333,83.97,N,83.97,SUMMER,NA,3,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,MS,Mutton,Snapper,1,A,0,8,0,1,60,19,20,0.333333333,79.33333333,Good,Medium,0,0,3,27,0.45,3.45,75.88333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
MAG45,3,0120210829.mp4,NA,M,EvanLindo,MS,Mutton,Snapper,1,A,0,8,0,1,60,19,20,0.333333333,79.33333333,Good,Medium,0,0,3,27,0.45,3.45,75.88333333,88.52,N,88.52,SUMMER,NA,1,Lutjanidae,428
TAM26,46,0,20211022.mp4,T,ChristineNation,MS,Mutton,Snapper,1,A,0,6,0?,0,0,3,55,0.916666667,3.916666667,Good,Medium,0,0,3,10,0.166666667,3.166666667,0.75,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM26,46,0,20211022.mp4,T,ChristineNation,MS,Mutton,Snapper,1,A,0,8,0,0,0,54,51,0.85,54.85,Good,Medium,0,0,3,10,0.166666667,3.166666667,51.68333333,78.67,N,78.67,FALL,NA,2,Lutjanidae,490
TAM39,71,20211022.mp4,NA,T,ChristineNation,MS,Mutton,Snapper,1,A,0,8,0?,0,0,41,23,0.383333333,41.38333333,Good,Medium,0,0,3,52,0.866666667,3.866666667,37.51666667,95,N,95,FALL,NA,2,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,MS,Mutton,Snapper,1,A,0,6,0,0,0,5,12,0.2,5.2,Good,Medium,0,0,3,18,0.3,3.3,1.9,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,MS,Mutton,Snapper,2,A,0,6,1,0,0,7,33,0.55,7.55,Good,Medium,0,0,3,18,0.3,3.3,4.25,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,MS,Mutton,Snapper,3,A,0,6,0,0,0,10,30,0.5,10.5,Good,Medium,0,0,3,18,0.3,3.3,7.2,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,MS,Mutton,Snapper,4,A,0,6,0,1,60,3,28,0.466666667,63.46666667,Good,Medium,0,0,3,18,0.3,3.3,60.16666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM43,1,1,NA,T,KarenRojas,MS,Mutton,Snapper,5,A,0,6,0,1,60,6,55,0.916666667,66.91666667,Good,Medium,0,0,3,18,0.3,3.3,63.61666667,75.08,N,75.08,SUMMER,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,MS,Mutton,Snapper,1,A,0,6,0,0,0,48,33,0.55,48.55,Good,Medium,0,0,3,34,0.566666667,3.566666667,44.98333333,62.9,N,62,FALL,NA,3,Lutjanidae,490
TAM45,33,01.mp4,NA,T,KarenRojas,MS,Mutton,Snapper,3,A,0,6,0,0,0,50,17,0.283333333,50.28333333,Good,Medium,0,0,3,34,0.566666667,3.566666667,46.71666667,62.9,N,62,FALL,NA,3,Lutjanidae,490
MAG74,24,0120210828.mp4,NA,M,ChristineNation,NG,Nassau,Grouper,1,A,0,6,0,0,0,12,39,0.65,12.65,Good,Medium,0,0,3,29,0.483333333,3.483333333,9.166666667,86.27,Y,36.33,SUMMER,NA,2,Epinephelidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,1,A,0,4,1,0,0,3,10,0.166666667,3.166666667,Good,Medium,0,0,3,9,0.15,3.15,0.016666667,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,2,H,0,4,0,0,0,3,43,0.716666667,3.716666667,Good,Medium,0,0,3,9,0.15,3.15,0.566666667,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,3,A,0,6,1,0,0,5,39,0.65,5.65,Good,Medium,0,0,3,9,0.15,3.15,2.5,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,5,A,0,6,0,0,0,5,50,0.833333333,5.833333333,Good,Medium,0,0,3,9,0.15,3.15,2.683333333,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,7,A,0,6,0,0,0,7,17,0.283333333,7.283333333,Good,Medium,0,0,3,9,0.15,3.15,4.133333333,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,10,A,0,8,1,0,0,10,23,0.383333333,10.38333333,Good,Medium,0,0,3,9,0.15,3.15,7.233333333,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,13,A,0,8,1,0,0,13,57,0.95,13.95,Good,Medium,0,0,3,9,0.15,3.15,10.8,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,76,0120210828.mp4,NA,M,ChristineNation,OC,Yellowtail,Snapper,14,A,0,8,1,0,0,14,45,0.75,14.75,Good,Medium,0,0,3,9,0.15,3.15,11.6,88.3,N,88.3,SUMMER,NA,2,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,1,A,0,8,0,0,0,5,4,0.066666667,5.066666667,Good,Medium,0,0,5,0,0,5,0.066666667,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,2,A,0,8,0,0,0,5,38,0.633333333,5.633333333,Good,Medium,0,0,5,0,0,5,0.633333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,1,A,0,8,1,0,0,5,47,0.783333333,5.783333333,Good,Medium,0,0,5,0,0,5,0.783333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,3,A,0,8,1,0,0,6,39,0.65,6.65,Good,Medium,0,0,5,0,0,5,1.65,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,4,A,0,8,1,0,0,8,20,0.333333333,8.333333333,Good,Medium,0,0,5,0,0,5,3.333333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,5,A,0,8,1,0,0,8,52,0.866666667,8.866666667,Good,Medium,0,0,5,0,0,5,3.866666667,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,6,A,0,8,1,0,0,9,45,0.75,9.75,Good,Medium,0,0,5,0,0,5,4.75,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,7,A,0,8,1,0,0,11,32,0.533333333,11.53333333,Good,Medium,0,0,5,0,0,5,6.533333333,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,8,A,0,8,0,0,0,15,52,0.866666667,15.86666667,Good,Medium,0,0,5,0,0,5,10.86666667,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
MAG08,75,1,20210725.mp4,M,NicolasRivas,OC,Yellowtail,Snapper,6,A,0,8,1,0,0,25,7,0.116666667,25.11666667,Good,Medium,0,0,5,0,0,5,20.11666667,72.3,N,72.3,SUMMER,NA,3,Lutjanidae,428
